fixture_id,date,round,home_team,away_team,position,home_pair,away_pair,winning_pair,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergencies,away_emergencies
UA008011,20 Jul 14,1,BLTC,Royal South Yarra,No. 1,Tom Fisher / Edward Fisher,Max Charles / Sam Balmforth,Tom Fisher / Edward Fisher,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
UA008011,20 Jul 14,1,BLTC,Royal South Yarra,No. 2,Shaun Yue / Shinya Imazawa,Annabel Jones / Charlotte Ritman,Shaun Yue / Shinya Imazawa,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
UA008012,20 Jul 14,1,Kooyong Scotch 1,Kooyong Scotch 2,No. 1,Zoe Kantanis / Sarah Kaufman,Jude Hine / Hudson Ciavarella,Jude Hine / Hudson Ciavarella,4-6,4,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008012,20 Jul 14,1,Kooyong Scotch 1,Kooyong Scotch 2,No. 2,Julia Clarke / Mia Geason,Erik Zhuang / Leo Fetter,Erik Zhuang / Leo Fetter,2-6,2,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008013,20 Jul 14,1,Maccabi,Aspendale,No. 1,Jordan Jaffe / Moshe Wajsbort,Anthony Cameron / Jeremy Cullen,Anthony Cameron / Jeremy Cullen,2-6,2,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008013,20 Jul 14,1,Maccabi,Aspendale,No. 2,Edward Lichtig / Eli Paykel-Samuel,Cooper Walley / Mitchell Fielder,Cooper Walley / Mitchell Fielder,3-6,3,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008014,20 Jul 14,1,GPHC,Mentone,No. 1,Lachlan Koh / Andrew Wong,Jack Constatine / Bobby Musikik,Lachlan Koh / Andrew Wong,6-4,6,4,1,0,Completed,true,"[false, false]","[false, false]"
UA008014,20 Jul 14,1,GPHC,Mentone,No. 2,Nick Barnett / Axel Rives,Haresh Purushothaman / Ben Garside,Nick Barnett / Axel Rives,7-6,7,6,1,0,Completed,true,"[false, false]","[false, false]"
UA008021,27 Jul 14,2,Mentone,BLTC,No. 1,Jack Constatine / Costa Comninacis,Tom Fisher / Edward Fisher,Tom Fisher / Edward Fisher,3-6,3,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008021,27 Jul 14,2,Mentone,BLTC,No. 2,Joydeep Ghosh / Haresh Purushothaman,Shaun Yue / Harrison Cramer,Joydeep Ghosh / Haresh Purushothaman,6-2,6,2,1,0,Completed,true,"[false, false]","[false, false]"
UA008022,27 Jul 14,2,Royal South Yarra,Kooyong Scotch 1,No. 1,Annabel Joubert / Mimi Holmes,Olivia McGrath / Annabel Gray,Annabel Joubert / Mimi Holmes,6-4,6,4,1,0,Completed,true,"[false, false]","[false, false]"
UA008022,27 Jul 14,2,Royal South Yarra,Kooyong Scotch 1,No. 2,Charlotte Ritman / Bill Cameron,Zoe Kantanis / Julia Clarke,Charlotte Ritman / Bill Cameron,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
UA008023,27 Jul 14,2,Kooyong Scotch 2,Maccabi,No. 1,Jude Hine / Hudson Ciavarella,Jordan Jaffe / Moshe Wajsbort,Jude Hine / Hudson Ciavarella,6-4,6,4,1,0,Completed,true,"[false, false]","[false, false]"
UA008023,27 Jul 14,2,Kooyong Scotch 2,Maccabi,No. 2,Erik Zhuang / Martin Buttery,Edward Lichtig / Judah Slonim,Erik Zhuang / Martin Buttery,6-2,6,2,1,0,Completed,true,"[false, false]","[false, false]"
UA008024,27 Jul 14,2,Aspendale,GPHC,No. 1,Anthony Cameron / Jeremy Cullen,Lachlan Koh / Jack Fuller,Anthony Cameron / Jeremy Cullen,6-4,6,4,1,0,Completed,true,"[false, false]","[false, false]"
UA008024,27 Jul 14,2,Aspendale,GPHC,No. 2,Cooper Walley / Alex Klemm,Andrew Wong / Peta Preovolos,Andrew Wong / Peta Preovolos,1-6,1,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008031,03 Aug 14,3,BLTC,Aspendale,No. 1,Tom Fisher / Shinya Imazawa,Anthony Cameron / Jeremy Cullen,Tom Fisher / Shinya Imazawa,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
UA008031,03 Aug 14,3,BLTC,Aspendale,No. 2,Shaun Yue / Harrison Cramer,Alex Klemm / Mitchell Fielder,Alex Klemm / Mitchell Fielder,2-6,2,6,0,1,Completed,true,"[false, false]","[false, false]"
