fixture_id,date,round,home_team,away_team,position,home_pair,away_pair,winning_pair,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating
UA023011,19 Jul 26,1,GPHC,BLTC,No. 1,Hugo Rutherford / Lewis O'Donnell,Angus Christie / Tomas Cabrera,Angus Christie / Tomas Cabrera,3-6,3,6,0,1,Completed,true
UA023011,19 Jul 26,1,GPHC,BLTC,No. 2,Finn Noonan / Julian Delcoigne,Celina Sakaci / Preston Liu,Celina Sakaci / Preston Liu,3-6,3,6,0,1,Completed,true
UA023012,19 Jul 26,1,Victory Park,Dendy Park,No. 1,Kit Smith / Alexei Moralis,Oscar Want / Kevin Xie,Oscar Want / Kevin Xie,4-6,4,6,0,1,Completed,true
UA023012,19 Jul 26,1,Victory Park,Dendy Park,No. 2,Cameron Wilson / Aahana Dodia,Taku Ramensky / Reina Hasegawa,Taku Ramensky / Reina Hasegawa,4-6,4,6,0,1,Completed,true
UA023013,19 Jul 26,1,Black Rock,Maccabi,No. 1,Luca Nadal / Raef Harvey,Riley Hersz / Ari Zipor,Luca Nadal / Raef Harvey,6-2,6,2,1,0,Completed,true
UA023013,19 Jul 26,1,Black Rock,Maccabi,No. 2,Angus Ray / Charlotte Ray,Eden Feinberg / Matti Feinberg,Eden Feinberg / Matti Feinberg,3-6,3,6,0,1,Completed,true
UA023021,26 Jul 26,2,Le Page,GPHC,No. 1,Hunter Newman / Eeshan Gurjar,Hugo Rutherford / Ella Greville,Hunter Newman / Eeshan Gurjar,6-1,6,1,1,0,Completed,true
UA023021,26 Jul 26,2,Le Page,GPHC,No. 2,Ma'ayan Alamaru / Zac Bianchi,Lewis O'Donnell / Finn Noonan,Ma'ayan Alamaru / Zac Bianchi,6-4,6,4,1,0,Completed,true
UA023022,26 Jul 26,2,BLTC,Victory Park,No. 1,Tomas Cabrera / Celina Sakaci,Kit Smith / Nathan He,Kit Smith / Nathan He,6-7,6,7,0,1,Completed,true
UA023022,26 Jul 26,2,BLTC,Victory Park,No. 2,Preston Liu / Angus Christie,Alexei Moralis / Aahana Dodia,Preston Liu / Angus Christie,7-5,7,5,1,0,Completed,true
UA023023,26 Jul 26,2,Dendy Park,Black Rock,No. 1,Oscar Want / Kevin Xie,Luca Nadal / Angus Ray,Oscar Want / Kevin Xie,6-0,6,0,1,0,Completed,true
UA023023,26 Jul 26,2,Dendy Park,Black Rock,No. 2,Taku Ramensky / Reina Hasegawa,Charlotte Ray / Jess Leeds,Taku Ramensky / Reina Hasegawa,6-1,6,1,1,0,Completed,true
UA023031,2 Aug 26,3,GPHC,Maccabi,No. 1,Hugo Rutherford / Lewis O'Donnell,Riley Hersz / Matti Feinberg,Riley Hersz / Matti Feinberg,6-7,6,7,0,1,Completed,true
UA023031,2 Aug 26,3,GPHC,Maccabi,No. 2,Finn Noonan / Julian Delcoigne,Eden Feinberg / Adam Hope,Eden Feinberg / Adam Hope,4-6,4,6,0,1,Completed,true
UA023032,2 Aug 26,3,Victory Park,Le Page,No. 1,Alexei Moralis / Cameron Wilson,Hunter Newman / Matan Shargian,Hunter Newman / Matan Shargian,3-6,3,6,0,1,Completed,true
UA023032,2 Aug 26,3,Victory Park,Le Page,No. 2,Nathan He / Aahana Dodia,Eeshan Gurjar / Shlok Pawali,Eeshan Gurjar / Shlok Pawali,2-6,2,6,0,1,Completed,true
UA023033,2 Aug 26,3,Black Rock,BLTC,No. 1,Stirling Maguire / Angus Ray,Sebastian Smith-Lopez / Tomas Cabrera,Sebastian Smith-Lopez / Tomas Cabrera,2-6,2,6,0,1,Completed,true
UA023033,2 Aug 26,3,Black Rock,BLTC,No. 2,Charlotte Ray / Jess Leeds,Celina Sakaci / Preston Liu,Celina Sakaci / Preston Liu,0-6,0,6,0,1,Completed,true
UA023041,9 Aug 26,4,Dendy Park,GPHC,No. 1,Oscar Want / Kevin Xie,Hugo Rutherford / Phoebe Wong,Oscar Want / Kevin Xie,6-3,6,3,1,0,Completed,true
UA023041,9 Aug 26,4,Dendy Park,GPHC,No. 2,Daniel Bloom / Charlie Deutscher,Lewis O'Donnell / Julian Delcoigne,Lewis O'Donnell / Julian Delcoigne,5-7,5,7,0,1,Completed,true
UA023052,16 Aug 26,5,Le Page,Maccabi,No. 1,Hunter Newman / Eeshan Gurjar,Riley Hersz / Ari Zipor,Hunter Newman / Eeshan Gurjar,6-0,6,0,1,0,Completed,true
UA023052,16 Aug 26,5,Le Page,Maccabi,No. 2,Shlok Pawali / Zac Bianchi,Matti Feinberg / Eden Feinberg,Matti Feinberg / Eden Feinberg,6-7,6,7,0,1,Completed,true
UA023053,16 Aug 26,5,Dendy Park,BLTC,No. 1,Oscar Want / Taku Ramensky,Sebastian Smith-Lopez / Tomas Cabrera,Sebastian Smith-Lopez / Tomas Cabrera,4-6,4,6,0,1,Completed,true
UA023053,16 Aug 26,5,Dendy Park,BLTC,No. 2,Daniel Bloom / Charlie Deutscher,Celina Sakaci / Angus Christie,Celina Sakaci / Angus Christie,0-6,0,6,0,1,Completed,true
UA023054,16 Aug 26,5,GPHC,Victory Park,No. 1,Hugo Rutherford / Phoebe Wong,Lenny Nunn / Kit Smith,Lenny Nunn / Kit Smith,3-6,3,6,0,1,Completed,true
UA023054,16 Aug 26,5,GPHC,Victory Park,No. 2,Finn Noonan / Julian Delcoigne,Cameron Wilson / Aahana Dodia,Cameron Wilson / Aahana Dodia,4-6,4,6,0,1,Completed,true
UA023061,23 Aug 26,6,Victory Park,Black Rock,No. 1,Lenny Nunn / Nathan He,Luca Nadal / Angus Ray,Lenny Nunn / Nathan He,6-1,6,1,1,0,Completed,true
