fixture_id,date,round,home_team,away_team,position,home_player,away_player,winning_player,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergency,away_emergency
AA001011,31 Jan 26,1,Clarinda,BLTC,No. 1,Sher Sidhu,Charlie Pettifer,Charlie Pettifer,6-7 4-6,10,13,0,2,Completed,true,false,false
AA001011,31 Jan 26,1,Clarinda,BLTC,No. 2,Veer Sidhu,Harry Bennett,Veer Sidhu,6-1 6-3,12,4,2,0,Completed,true,false,false
AA001012,31 Jan 26,1,Port Melbourne,Ormond Red,No. 1,Nevan Harrap,Dean Smith,Nevan Harrap,6-3 6-2,12,5,2,0,Completed,true,false,false
AA001012,31 Jan 26,1,Port Melbourne,Ormond Red,No. 2,Max Lai,Stephen Rassias,Max Lai,2-6 6-1 7-6,15,13,2,1,Completed,true,false,false
AA001013,31 Jan 26,1,Ormond Blue,Ormond Yellow,No. 1,Jack Wiesner,Arjun Nair,Arjun Nair,3-6 0-6,3,12,0,2,Completed,true,false,false
AA001013,31 Jan 26,1,Ormond Blue,Ormond Yellow,No. 2,Mathew Li,Nikunj Savniya,Mathew Li,7-5 6-1,13,6,2,0,Completed,true,false,false
AA001021,07 Feb 26,2,Parkdale,Clarinda,No. 1,Tahlia Gunawardana,Rahul Sajan,Rahul Sajan,0-6 2-6,2,12,0,2,Completed,true,false,false
AA001021,07 Feb 26,2,Parkdale,Clarinda,No. 2,Harper-Lee Coombes,Kenny Poirier,Kenny Poirier,1-6 0-6,1,12,0,2,Completed,true,false,false
AA001022,07 Feb 26,2,BLTC,Port Melbourne,No. 1,Charlie Pettifer,Nevan Harrap,Charlie Pettifer,6-1 6-2,12,3,2,0,Completed,true,false,false
AA001022,07 Feb 26,2,BLTC,Port Melbourne,No. 2,Harry Bennett,Cameron Gordon,Harry Bennett,7-6 3-6 7-6,17,18,2,1,Completed,true,false,false
AA001023,07 Feb 26,2,Ormond Red,Ormond Blue,No. 1,Dean Smith,Jack Wiesner,Dean Smith,7-6 6-4,13,10,2,0,Completed,true,false,false
