fixture_id,date,round,home_team,away_team,position,home_pair,away_pair,winning_pair,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergencies,away_emergencies
AA001011,01 Feb 14,1,Royal South Yarra,Kooyong MLC,No. 1,Annabel Joubert / Giselle Lansell,Jemma Rayment / Jaxon Dryen,Jemma Rayment / Jaxon Dryen,2-6,2,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001011,01 Feb 14,1,Royal South Yarra,Kooyong MLC,No. 2,Lucy Roper / Annabelle Nelson,Seamus Synnott / Oliver Lucas,Seamus Synnott / Oliver Lucas,3-6,3,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001012,01 Feb 14,1,Carmelite,Port Melbourne 1,No. 1,Sait Parlic / Toby Arms,Harrison Stamilatos / Thexton Nicholas,Harrison Stamilatos / Thexton Nicholas,4-6,4,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001012,01 Feb 14,1,Carmelite,Port Melbourne 1,No. 2,Luke Johnson / Angus Leckey,Athon Stamilatos / Ryan Sweeney,Athon Stamilatos / Ryan Sweeney,5-7,5,7,0,1,Completed,true,"[false, false]","[false, false]"
AA001022,08 Feb 14,2,Port Melbourne 1,Port Melbourne 2,No. 1,Harrison Stamilatos / Thexton Nicholas,Josh Kempin / Ben Adam,Josh Kempin / Ben Adam,6-7,6,7,0,1,Completed,true,"[false, false]","[false, false]"
AA001022,08 Feb 14,2,Port Melbourne 1,Port Melbourne 2,No. 2,Athon Stamilatos / Roisin Gilheany,Ben Walker-Savage / Kris Dervenis,Athon Stamilatos / Roisin Gilheany,6-0,6,0,1,0,Completed,true,"[false, false]","[false, false]"
AA001023,08 Feb 14,2,Kooyong MLC,Carmelite,No. 1,Jemma Rayment / Jaxon Dryen,Sait Parlic / Toby Arms,Jemma Rayment / Jaxon Dryen,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
AA001023,08 Feb 14,2,Kooyong MLC,Carmelite,No. 2,Seamus Synnott / Amanda Tan,Hamish Ramsay / Angus Leckey,Hamish Ramsay / Angus Leckey,4-6,4,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001031,15 Feb 14,3,Royal South Yarra,Carmelite,No. 1,Giselle Lansell / Willow Burrell,Toby Arms / Lachlan Jones,Toby Arms / Lachlan Jones,1-6,1,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001031,15 Feb 14,3,Royal South Yarra,Carmelite,No. 2,Ella Lansell / Annabelle Nelson,Hamish Ramsay / Max Capp,Hamish Ramsay / Max Capp,3-6,3,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001032,15 Feb 14,3,Port Melbourne 2,Kooyong MLC,No. 1,Theo Saulais / Vicki Tsirogiannis,Jemma Rayment / Jaxon Dryen,Jemma Rayment / Jaxon Dryen,0-6,0,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001032,15 Feb 14,3,Port Melbourne 2,Kooyong MLC,No. 2,Ben Walker-Savage / Kris Dervenis,Oliver Lucas / Amanda Tan,Ben Walker-Savage / Kris Dervenis,6-0,6,0,1,0,Completed,true,"[false, false]","[false, false]"
AA001041,22 Feb 14,4,Port Melbourne 1,Royal South Yarra,No. 1,Harrison Stamilatos / Thexton Nicholas,Lucy Roper / Willow Burrell,Harrison Stamilatos / Thexton Nicholas,6-1,6,1,1,0,Completed,true,"[false, false]","[false, false]"
AA001041,22 Feb 14,4,Port Melbourne 1,Royal South Yarra,No. 2,Ryan Sweeney / Roisin Gilheany,Ella Lansell / Annabelle Nelson,Ryan Sweeney / Roisin Gilheany,7-5,7,5,1,0,Completed,true,"[false, false]","[false, false]"
AA001043,22 Feb 14,4,Carmelite,Port Melbourne 2,No. 1,Sait Parlic / Toby Arms,Josh Kempin / Ben Walker-Savage,Josh Kempin / Ben Walker-Savage,5-7,5,7,0,1,Completed,true,"[false, false]","[false, false]"
