fixture_id,date,round,home_team,away_team,position,home_player,away_player,winning_player,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergency,away_emergency
AA009011,18 Jul 26,1,Beaumaris CC,Mentone,No. 1,Tom Grove,Michael Gu,Tom Grove,6-2,6,2,1,0,Completed,true,false,false
AA009011,18 Jul 26,1,Beaumaris CC,Mentone,No. 2,Aleksandar Ostojic,Reyansh Mittal,Aleksandar Ostojic,6-1,6,1,1,0,Completed,true,false,false
AA009011,18 Jul 26,1,Beaumaris CC,Mentone,No. 3,Ethan Nugent,Nelson Harris,Ethan Nugent,6-0,6,0,1,0,Completed,true,false,false
AA009011,18 Jul 26,1,Beaumaris CC,Mentone,No. 4,Angus Hodsman,Andrew Kara,Angus Hodsman,6-3,6,3,1,0,Completed,true,false,false
AA009012,18 Jul 26,1,Maccabi,Carmelite,No. 1,Josh Woolf,Alex Chamber-smith,Josh Woolf,6-1,6,1,1,0,Completed,true,false,false
AA009012,18 Jul 26,1,Maccabi,Carmelite,No. 2,Shahar Ben-Meir,[Unnamed emergency — TROLS AA009012 away code 2],Shahar Ben-Meir,6-2,6,2,1,0,Completed,false,false,true
AA009012,18 Jul 26,1,Maccabi,Carmelite,No. 3,Cooper Burcul,[Unnamed emergency — TROLS AA009012 away code 3],Cooper Burcul,6-0,6,0,1,0,Completed,false,false,true
AA009012,18 Jul 26,1,Maccabi,Carmelite,No. 4,Anton Betinsky,[Unnamed emergency — TROLS AA009012 away code 4],Anton Betinsky,6-1,6,1,1,0,Completed,false,false,true
AA009014,18 Jul 26,1,Kooyong,Chelsea Heights,No. 1,Yisen Xu,Luke McCarthy,Luke McCarthy,5-7,5,7,0,1,Completed,true,false,false
AA009014,18 Jul 26,1,Kooyong,Chelsea Heights,No. 2,Alexander Tamblyn,Tommy Simonotti,Tommy Simonotti,2-6,2,6,0,1,Completed,true,false,false
AA009014,18 Jul 26,1,Kooyong,Chelsea Heights,No. 3,Atticus Baldock,Jett Wallace,Jett Wallace,1-6,1,6,0,1,Completed,true,false,false
AA009014,18 Jul 26,1,Kooyong,Chelsea Heights,No. 4,Lachlan Anderson,Miller Teml,Lachlan Anderson,6-3,6,3,1,0,Completed,true,true,false
AA009021,25 Jul 26,2,Chelsea Heights,Beaumaris CC,No. 1,Luke McCarthy,Tom Grove,Tom Grove,2-6,2,6,0,1,Completed,true,false,false
AA009021,25 Jul 26,2,Chelsea Heights,Beaumaris CC,No. 2,Tommy Simonotti,Aleksandar Ostojic,Aleksandar Ostojic,1-6,1,6,0,1,Completed,true,false,false
AA009021,25 Jul 26,2,Chelsea Heights,Beaumaris CC,No. 3,Jett Wallace,Oscar Schmid,Oscar Schmid,1-6,1,6,0,1,Completed,true,false,false
AA009021,25 Jul 26,2,Chelsea Heights,Beaumaris CC,No. 4,Miller Teml,Angus Hodsman,Angus Hodsman,1-6,1,6,0,1,Completed,true,false,false
AA009022,25 Jul 26,2,Mentone,Maccabi,No. 1,Michael Gu,Josh Woolf,Michael Gu,7-5,7,5,1,0,Completed,true,false,false
AA009022,25 Jul 26,2,Mentone,Maccabi,No. 2,Reyansh Mittal,Shahar Ben-Meir,Shahar Ben-Meir,1-6,1,6,0,1,Completed,true,false,false
