fixture_id,date,round,home_team,away_team,position,home_player,away_player,winning_player,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating
AA003011,18 Jul 26,1,Clarinda,Mentone,No. 1,Joey Poirer,Jocelyn Ledo,Joey Poirer,6-1,6,1,1,0,Completed,true
AA003011,18 Jul 26,1,Clarinda,Mentone,No. 2,James Moutafis,Andy Koukoumanos,James Moutafis,6-4,6,4,1,0,Completed,true
AA003011,18 Jul 26,1,Clarinda,Mentone,No. 3,Ayush Srinivasa,Callan Harrington,Ayush Srinivasa,6-3,6,3,1,0,Completed,true
AA003011,18 Jul 26,1,Clarinda,Mentone,No. 4,Jett Rotter,Jack Oudshoorn,Jett Rotter,6-2,6,2,1,0,Completed,true
AA003012,18 Jul 26,1,Highmoor Uniting,BLTC,No. 1,[Unlisted home player 1 in TROLS],[Unlisted away player 1 in TROLS],[Unlisted away player 1 in TROLS],0-6,0,6,0,1,Completed,false
AA003012,18 Jul 26,1,Highmoor Uniting,BLTC,No. 2,Jett Pfeiffer,Gregory Pogoriller,Jett Pfeiffer,6-1,6,1,1,0,Completed,true
AA003012,18 Jul 26,1,Highmoor Uniting,BLTC,No. 3,Remy Pfetifer,Conor Moir,Conor Moir,4-6,4,6,0,1,Completed,true
AA003012,18 Jul 26,1,Highmoor Uniting,BLTC,No. 4,Oliver Mandile,Cohen Harris,Cohen Harris,0-6,0,6,0,1,Completed,true
AA003013,18 Jul 26,1,Kings Park,Glen Huntly,No. 1,Cooper Hodge,Oliver Sey,Oliver Sey,2-6,2,6,0,1,Completed,true
AA003013,18 Jul 26,1,Kings Park,Glen Huntly,No. 2,Kokoro Bremmell,Hugo Baker,Hugo Baker,4-6,4,6,0,1,Completed,true
AA003013,18 Jul 26,1,Kings Park,Glen Huntly,No. 3,Nemo Yao,Faith Green,Faith Green,3-6,3,6,0,1,Completed,true
AA003013,18 Jul 26,1,Kings Park,Glen Huntly,No. 4,Evelyn Pajovic,Joshua Lew,Evelyn Pajovic,6-4,6,4,1,0,Completed,true
AA003014,18 Jul 26,1,Dendy Park,Highett,No. 1,Leo Suszko,Parker Miller,Parker Miller,0-6,0,6,0,1,Completed,true
AA003014,18 Jul 26,1,Dendy Park,Highett,No. 2,Chloe Chou,Tom Peetoom,Tom Peetoom,5-7,5,7,0,1,Completed,true
AA003014,18 Jul 26,1,Dendy Park,Highett,No. 3,Shiv Gaind,Sanjeeva Attygale,Shiv Gaind,6-0,6,0,1,0,Completed,true
AA003014,18 Jul 26,1,Dendy Park,Highett,No. 4,Evan Zhou,Alexander Hookway,Alexander Hookway,3-6,3,6,0,1,Completed,true
AA003021,25 Jul 26,2,Highett,Clarinda,No. 1,Parker Miller,Leo McDermott,Parker Miller,6-2,6,2,1,0,Completed,true
AA003021,25 Jul 26,2,Highett,Clarinda,No. 2,Slade Caldwell,James Moutafis,Slade Caldwell,6-0,6,0,1,0,Completed,true
AA003021,25 Jul 26,2,Highett,Clarinda,No. 3,Tom Peetoom,Jett Rotter,Tom Peetoom,6-1,6,1,1,0,Completed,true
