fixture_id,date,round,home_team,away_team,position,home_pair,away_pair,winning_pair,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating
UA002052,16 Aug 26,5,Murrumbeena,Tennis World,No. 1,Congwen (leo) Shen / Ishaan Nagpal,Rafael Staa / Naaz Sodha,Rafael Staa / Naaz Sodha,6-8,6,8,0,1,Completed,true
UA002053,16 Aug 26,5,BLTC Green,BLTC White,No. 1,Minato Sata / Victor Lee,Casper Stisen Billing / Harry Bennett,Minato Sata / Victor Lee,8-5,8,5,1,0,Completed,true
UA002061,23 Aug 26,6,Kings Park,Kooyong,No. 1,Declan Zeng / Matthew Peng,Atticus Dhimann / Lisette Wollin,Atticus Dhimann / Lisette Wollin,5-8,5,8,0,1,Completed,true
UA002062,23 Aug 26,6,Mentone,BLTC Blue,No. 1,Lennox Carroll / Tom Carroll,Aidan Tan / Finlay Bennett,Lennox Carroll / Tom Carroll,8-3,8,3,1,0,Completed,true
UA002063,23 Aug 26,6,Tennis World,BLTC Green,No. 1,Rafael Staa / Keagan Vong,Patrick Francese / Karen Pei,Rafael Staa / Keagan Vong,8-4,8,4,1,0,Completed,true
UA002064,23 Aug 26,6,BLTC White,Murrumbeena,No. 1,Casper Stisen Billing / Harry Bennett,Janoah Gray-Taito / Ishaan Nagpal,Casper Stisen Billing / Harry Bennett,8-2,8,2,1,0,Completed,true
UA002072,30 Aug 26,7,Kings Park,Mentone,No. 1,Miles Hancox / Declan Zeng,Lennox Carroll / Tom Carroll,Lennox Carroll / Tom Carroll,6-8,6,8,0,1,Completed,true
UA002073,30 Aug 26,7,Murrumbeena,BLTC Green,No. 1,Congwen (leo) Shen / Ishaan Nagpal,Minato Sata / Mali Nayna,Minato Sata / Mali Nayna,7-9,7,9,0,1,Completed,true
UA002074,30 Aug 26,7,Tennis World,BLTC White,No. 1,Rafael Staa / Keagan Vong,Harry Bennett / Justin Xia,Harry Bennett / Justin Xia,8-9,8,9,0,1,Completed,true
UA002081,6 Sep 26,8,BLTC White,BLTC Blue,No. 1,Casper Stisen Billing / Harry Bennett,Patrick Francese / Mali Nayna,Casper Stisen Billing / Harry Bennett,8-4,8,4,1,0,Completed,true
UA002082,6 Sep 26,8,BLTC Green,Kings Park,No. 1,Minato Sata / Victor Lee,U-zin Goh / Declan Zeng,Minato Sata / Victor Lee,8-2,8,2,1,0,Completed,true
UA002083,6 Sep 26,8,Tennis World,Kooyong,No. 1,Reuben Wong / Naaz Sodha,Will Morris / Lisette Wollin,Reuben Wong / Naaz Sodha,8-0,8,0,1,0,Completed,true
UA002084,6 Sep 26,8,Murrumbeena,Mentone,No. 1,Janoah Gray-Taito / Congwen (leo) Shen,Lennox Carroll / Tom Carroll,Lennox Carroll / Tom Carroll,2-8,2,8,0,1,Completed,true
UA002092,13 Sep 26,9,Kings Park,BLTC White,No. 1,U-zin Goh / Declan Zeng,Casper Stisen Billing / Justin Xia,Casper Stisen Billing / Justin Xia,5-8,5,8,0,1,Completed,true
UA002093,13 Sep 26,9,Kooyong,BLTC Green,No. 1,Atticus Dhimann / Lisette Wollin,Minato Sata / Phillip Brophy,Minato Sata / Phillip Brophy,2-8,2,8,0,1,Completed,true
UA002094,13 Sep 26,9,Mentone,Tennis World,No. 1,Lennox Carroll / Owen Richardson,Keagan Vong / Reuben Wong,Keagan Vong / Reuben Wong,7-9,7,9,0,1,Completed,true
