fixture_id,date,round,home_team,away_team,position,home_pair,away_pair,winning_pair,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating
UA002011,19 Jul 26,1,BLTC Blue,BLTC White,No. 1,Adyaan Tata / Andrew Livermore,Harry Bennett / Justin Xia,Adyaan Tata / Andrew Livermore,8-1,8,1,1,0,Completed,true
UA002012,19 Jul 26,1,Kings Park,BLTC Green,No. 1,U-zin Goh / Matthew Peng,Phillip Brophy / Minato Sata,Phillip Brophy / Minato Sata,3-8,3,8,0,1,Completed,true
UA002013,19 Jul 26,1,Kooyong,Tennis World,No. 1,Atticus Dhimann / Lisette Wollin,Rafael Staa / Keagan Vong,Atticus Dhimann / Lisette Wollin,8-4,8,4,1,0,Completed,true
UA002014,19 Jul 26,1,Mentone,Murrumbeena,No. 1,Lennox Carroll / Jack Forster,Janoah Gray-Taito / Ishaan Nagpal,Lennox Carroll / Jack Forster,8-6,8,6,1,0,Completed,true
UA002021,26 Jul 26,2,Murrumbeena,BLTC Blue,No. 1,Phelix Ma / Zhun Chen Teoh,Qihao Feng / Harry Bennett,Qihao Feng / Harry Bennett,6-8,6,8,0,1,Completed,true
UA002022,26 Jul 26,2,BLTC White,Kings Park,No. 1,Casper Stisen Billing / Justin Xia,U-zin Goh / Matthew Peng,Casper Stisen Billing / Justin Xia,8-5,8,5,1,0,Completed,true
UA002023,26 Jul 26,2,BLTC Green,Kooyong,No. 1,Phillip Brophy / Victor Lee,Will Morris / Lisette Wollin,Will Morris / Lisette Wollin,8-9,8,9,0,1,Completed,true
UA002024,26 Jul 26,2,Tennis World,Mentone,No. 1,Reuben Wong / Naaz Sodha,Tom Carroll / Owen Richardson,Reuben Wong / Naaz Sodha,8-4,8,4,1,0,Completed,true
UA002031,2 Aug 26,3,BLTC Blue,Tennis World,No. 1,Aidan Tan / Elodie Wittenberg,Keagan Vong / Reuben Wong,Aidan Tan / Elodie Wittenberg,8-3,8,3,1,0,Completed,true
UA002032,2 Aug 26,3,Kings Park,Murrumbeena,No. 1,U-zin Goh / Kokoro Bremmell,Janoah Gray-Taito / Ishaan Nagpal,Janoah Gray-Taito / Ishaan Nagpal,4-8,4,8,0,1,Completed,true
UA002033,2 Aug 26,3,Kooyong,BLTC White,No. 1,Atticus Dhimann / Lisette Wollin,Casper Stisen Billing / Harry Bennett,Casper Stisen Billing / Harry Bennett,1-8,1,8,0,1,Completed,true
UA002034,2 Aug 26,3,Mentone,BLTC Green,No. 1,Lennox Carroll / Tom Carroll,Phillip Brophy / Minato Sata,Phillip Brophy / Minato Sata,5-8,5,8,0,1,Completed,true
UA002042,9 Aug 26,4,Tennis World,Kings Park,No. 1,Rafael Staa / Naaz Sodha,Declan Zeng / Matthew Peng,Rafael Staa / Naaz Sodha,8-3,8,3,1,0,Completed,true
UA002043,9 Aug 26,4,Murrumbeena,Kooyong,No. 1,Congwen (leo) Shen / Janoah Gray-Taito,Atticus Dhimann / Will Morris,Congwen (leo) Shen / Janoah Gray-Taito,9-7,9,7,1,0,Completed,true
UA002051,16 Aug 26,5,Kooyong,Mentone,No. 1,Will Morris / Lisette Wollin,Lennox Carroll / Tom Carroll,Lennox Carroll / Tom Carroll,3-8,3,8,0,1,Completed,true
