fixture_id,date,round,home_team,away_team,position,home_pair,away_pair,winning_pair,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergencies,away_emergencies
AA001011,19 Jul 14,1,Port Melbourne 1,Port Melbourne 2,No. 1,Nicholas Thexton / Roisin Gilheany,Josh Kempin / Ben Walker-Savage,Josh Kempin / Ben Walker-Savage,5-7,5,7,0,1,Completed,true,"[false, false]","[false, false]"
AA001011,19 Jul 14,1,Port Melbourne 1,Port Melbourne 2,No. 2,Athon Stamilatos / Ryan Sweeney,Kris Dervenis / Vicki Tsirogiannis,Kris Dervenis / Vicki Tsirogiannis,1-6,1,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001012,19 Jul 14,1,Kooyong MLC 1,Carmelite 1,No. 1,Jemma Rayment / Seamus Synnott,Toby Arms / Luke Johnson,Jemma Rayment / Seamus Synnott,6-2,6,2,1,0,Completed,true,"[false, false]","[false, false]"
AA001012,19 Jul 14,1,Kooyong MLC 1,Carmelite 1,No. 2,Oliver Lucas / Amanda Tan,Angus Leckey / Max Capp,Angus Leckey / Max Capp,1-6,1,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001013,19 Jul 14,1,Carmelite 2,Kooyong MLC 2,No. 1,Vincent McDonald / Ava Wolf,Aidan Gall / Tom Langford,Vincent McDonald / Ava Wolf,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
AA001013,19 Jul 14,1,Carmelite 2,Kooyong MLC 2,No. 2,Vincent McDonald / Benjamin Davies,Josh Palazzo / Olivia Douglas,Josh Palazzo / Olivia Douglas,0-6,0,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001021,26 Jul 14,2,Kooyong MLC 2,Port Melbourne 1,No. 1,Sarah Louey / Josh Palazzo,Nicholas Thexton / Roisin Gilheany,Nicholas Thexton / Roisin Gilheany,6-7,6,7,0,1,Completed,true,"[false, false]","[false, false]"
AA001021,26 Jul 14,2,Kooyong MLC 2,Port Melbourne 1,No. 2,Tom Langford / Ali Brearley,Harrison Stamilatos / Ryan Sweeney,Harrison Stamilatos / Ryan Sweeney,4-6,4,6,0,1,Completed,true,"[false, false]","[false, false]"
AA001022,26 Jul 14,2,Carmelite 1,Carmelite 2,No. 1,Angus Leckey / Andre Gregoriou,Vincent McDonald / Benjamin Davies,Vincent McDonald / Benjamin Davies,6-7,6,7,0,1,Completed,true,"[false, false]","[false, false]"
AA001022,26 Jul 14,2,Carmelite 1,Carmelite 2,No. 2,Max Capp / Hamish Ramsay,Fergus Ward / Ella Saunders,Max Capp / Hamish Ramsay,6-1,6,1,1,0,Completed,true,"[false, false]","[false, false]"
