fixture_id,date,round,home_team,away_team,position,home_player,away_player,winning_player,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergency,away_emergency
AA002011,01 Feb 14,1,Carmelite 1,Carmelite 2,No. 1,Vincent McDonald,Hugo Monaco-Templeton,Vincent McDonald,6-4,6,4,1,0,Completed,true,false,false
AA002011,01 Feb 14,1,Carmelite 1,Carmelite 2,No. 2,Jemima Middis,Allegra Dureau,Allegra Dureau,2-6,2,6,0,1,Completed,true,false,false
AA002011,01 Feb 14,1,Carmelite 1,Carmelite 2,No. 3,Ava Wolf,Andre Gregoriou,Ava Wolf,6-3,6,3,1,0,Completed,true,false,false
AA002011,01 Feb 14,1,Carmelite 1,Carmelite 2,No. 4,Jackson Cox,Maddie Jensz,Jackson Cox,6-4,6,4,1,0,Completed,true,false,false
AA002012,01 Feb 14,1,Port Melbourne,Kooyong MLC 1,No. 1,Finn Walker,Aidan Gall,Aidan Gall,2-6,2,6,0,1,Completed,true,false,false
AA002012,01 Feb 14,1,Port Melbourne,Kooyong MLC 1,No. 2,Bella Stutt,Max Smyth,Bella Stutt,6-3,6,3,1,0,Completed,true,false,false
AA002012,01 Feb 14,1,Port Melbourne,Kooyong MLC 1,No. 3,[Unnamed player — TROLS AA002012 home code 3],Lachlan Main,Lachlan Main,4-6,4,6,0,1,Completed,false,false,false
AA002012,01 Feb 14,1,Port Melbourne,Kooyong MLC 1,No. 4,Jake Rothnic,[Unnamed player — TROLS AA002012 away code 4],[Unnamed player — TROLS AA002012 away code 4],1-6,1,6,0,1,Completed,false,false,false
AA002013,01 Feb 14,1,Kooyong MLC 2,Carmelite 3,No. 1,Olivia Douglas,Mac Hogg,Olivia Douglas,6-0,6,0,1,0,Completed,true,false,false
AA002013,01 Feb 14,1,Kooyong MLC 2,Carmelite 3,No. 2,Thomas Palazzo,Josh Wedgwood,Thomas Palazzo,6-1,6,1,1,0,Completed,true,false,false
AA002013,01 Feb 14,1,Kooyong MLC 2,Carmelite 3,No. 3,Lochlain Cash,Saskia Gunner,Saskia Gunner,0-6,0,6,0,1,Completed,true,false,false
AA002013,01 Feb 14,1,Kooyong MLC 2,Carmelite 3,No. 4,Jordan Bateman,Corey Arms,Jordan Bateman,6-2,6,2,1,0,Completed,true,false,false
AA002021,08 Feb 14,2,Carmelite 3,Carmelite 1,No. 1,Dilan Knight,Vincent McDonald,Dilan Knight,7-6,7,6,1,0,Completed,true,false,false
AA002021,08 Feb 14,2,Carmelite 3,Carmelite 1,No. 2,Mac Hogg,Jackson Cox,Jackson Cox,1-6,1,6,0,1,Completed,true,false,false
AA002021,08 Feb 14,2,Carmelite 3,Carmelite 1,No. 3,Corey Arms,Fergus Ward,Fergus Ward,2-6,2,6,0,1,Completed,true,false,false
AA002021,08 Feb 14,2,Carmelite 3,Carmelite 1,No. 4,Baillie Charles,Archer Ramsay,Archer Ramsay,0-6,0,6,0,1,Completed,true,false,false
AA002022,08 Feb 14,2,Kooyong MLC 1,Kooyong MLC 2,No. 1,Aidan Gall,Olivia Douglas,Aidan Gall,6-1,6,1,1,0,Completed,true,false,false
AA002022,08 Feb 14,2,Kooyong MLC 1,Kooyong MLC 2,No. 2,Max Smyth,Thomas Palazzo,Max Smyth,7-6,7,6,1,0,Completed,true,false,false
AA002022,08 Feb 14,2,Kooyong MLC 1,Kooyong MLC 2,No. 3,Lachlan Main,Lochlain Cash,Lachlan Main,6-4,6,4,1,0,Completed,true,false,false
AA002022,08 Feb 14,2,Kooyong MLC 1,Kooyong MLC 2,No. 4,Jack Ganly,Oliver Thompson,Jack Ganly,6-0,6,0,1,0,Completed,true,false,false
AA002023,08 Feb 14,2,Carmelite 2,Port Melbourne,No. 1,Allegra Dureau,Bella Stutt,Allegra Dureau,6-4,6,4,1,0,Completed,true,false,false
AA002023,08 Feb 14,2,Carmelite 2,Port Melbourne,No. 2,Hugo Monaco-Templeton,Mia Roberts,Hugo Monaco-Templeton,6-1,6,1,1,0,Completed,true,false,false
AA002023,08 Feb 14,2,Carmelite 2,Port Melbourne,No. 3,Maddie Jensz,Ben Collard,Maddie Jensz,6-4,6,4,1,0,Completed,true,false,false
AA002023,08 Feb 14,2,Carmelite 2,Port Melbourne,No. 4,Paddy Freemantle,Harrison Hughs,Paddy Freemantle,6-0,6,0,1,0,Completed,true,false,false
AA002031,15 Feb 14,3,Carmelite 1,Port Melbourne,No. 1,Vincent McDonald,Jake Rothnic,Vincent McDonald,6-2,6,2,1,0,Completed,true,false,false
AA002031,15 Feb 14,3,Carmelite 1,Port Melbourne,No. 2,Fergus Ward,Josh McKenzie,Fergus Ward,6-2,6,2,1,0,Completed,true,false,false
AA002031,15 Feb 14,3,Carmelite 1,Port Melbourne,No. 3,Ava Wolf,Ben Collard,Ava Wolf,6-4,6,4,1,0,Completed,true,false,false
AA002031,15 Feb 14,3,Carmelite 1,Port Melbourne,No. 4,Archer Ramsay,Harrison Hughs,Archer Ramsay,6-4,6,4,1,0,Completed,true,false,false
AA002032,15 Feb 14,3,Kooyong MLC 2,Carmelite 2,No. 1,Olivia Douglas,Andre Gregoriou,Andre Gregoriou,1-6,1,6,0,1,Completed,true,false,false
AA002032,15 Feb 14,3,Kooyong MLC 2,Carmelite 2,No. 2,Thomas Palazzo,Hugo Monaco-Templeton,Hugo Monaco-Templeton,4-6,4,6,0,1,Completed,true,false,false
