fixture_id,date,round,home_team,away_team,position,home_player,away_player,winning_player,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergency,away_emergency
UA025011,19 Jul 26,1,St Pats Mentone,Glen Huntly,No. 1,Bryce Newton,Emma Aguardo-Orkabi,Bryce Newton,6-0,6,0,1,0,Completed,true,false,false
UA025011,19 Jul 26,1,St Pats Mentone,Glen Huntly,No. 2,Archie McDonald,Amy Greenstein,Archie McDonald,6-4,6,4,1,0,Completed,true,false,false
UA025011,19 Jul 26,1,St Pats Mentone,Glen Huntly,No. 3,Hamish Hill,Danielle Law,Hamish Hill,6-0,6,0,1,0,Completed,true,false,false
UA025011,19 Jul 26,1,St Pats Mentone,Glen Huntly,No. 4,Trinay Vinothkumar,Capucine Roy,Trinay Vinothkumar,6-1,6,1,1,0,Completed,true,false,true
UA025013,19 Jul 26,1,Maccabi,Stella Maris,No. 1,Ethan Dain,Zoe Palmer,Zoe Palmer,1-6,1,6,0,1,Completed,true,false,false
UA025013,19 Jul 26,1,Maccabi,Stella Maris,No. 2,Xavier Gordijin,Annika Ioannidis,Annika Ioannidis,3-6,3,6,0,1,Completed,true,false,false
UA025013,19 Jul 26,1,Maccabi,Stella Maris,No. 3,Jonah Slezak,Sarah Belizario,Jonah Slezak,6-1,6,1,1,0,Completed,true,true,false
UA025013,19 Jul 26,1,Maccabi,Stella Maris,No. 4,[Unnamed player — TROLS UA025013 home code 4],Darcy Flynn,Darcy Flynn,0-6,0,6,0,1,Completed,false,false,false
UA025014,19 Jul 26,1,Lauriston Red,Lauriston Blue,No. 1,Harshith Gopalakrishnan,Aiden Muscat,Aiden Muscat,5-7,5,7,0,1,Completed,true,false,false
UA025014,19 Jul 26,1,Lauriston Red,Lauriston Blue,No. 2,Durja Grant,Arin Kabbur,Durja Grant,6-0,6,0,1,0,Completed,true,false,false
UA025014,19 Jul 26,1,Lauriston Red,Lauriston Blue,No. 3,Elroy Stranger,James Davis,James Davis,4-6,4,6,0,1,Completed,true,false,false
UA025014,19 Jul 26,1,Lauriston Red,Lauriston Blue,No. 4,Daniel Wu,Noah Guiney,Noah Guiney,4-6,4,6,0,1,Completed,true,false,false
UA025021,26 Jul 26,2,Lauriston Blue,St Pats Mentone,No. 1,Aiden Muscat,Bryce Newton,Bryce Newton,1-6,1,6,0,1,Completed,true,false,false
UA025021,26 Jul 26,2,Lauriston Blue,St Pats Mentone,No. 2,Arin Kabbur,Hamish Hill,Arin Kabbur,6-3,6,3,1,0,Completed,true,false,false
UA025021,26 Jul 26,2,Lauriston Blue,St Pats Mentone,No. 3,James Davis,Trinay Vinothkumar,James Davis,6-0,6,0,1,0,Completed,true,false,false
UA025021,26 Jul 26,2,Lauriston Blue,St Pats Mentone,No. 4,Gabriel Walraven,Max Clifton,Gabriel Walraven,6-3,6,3,1,0,Completed,true,false,true
UA025022,26 Jul 26,2,Glen Huntly,Mentone,No. 1,Emma Aguardo-Orkabi,Sophia Edwards,Sophia Edwards,0-6,0,6,0,1,Completed,true,false,false
UA025022,26 Jul 26,2,Glen Huntly,Mentone,No. 2,Danielle Law,Emilia Wild,Emilia Wild,0-6,0,6,0,1,Completed,true,false,false
UA025022,26 Jul 26,2,Glen Huntly,Mentone,No. 3,Vicky Vergopoulos,Ryan Kopitschinski,Ryan Kopitschinski,0-6,0,6,0,1,Completed,true,false,false
UA025022,26 Jul 26,2,Glen Huntly,Mentone,No. 4,Anastasia Mavroudis,Emilia Allett,Emilia Allett,1-6,1,6,0,1,Completed,true,false,false
